# power spectrum of pi_k * H0 (dimensionless)
# redshift z=0.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  2.430220e-01   1.453592e-13   6.498988e-09   9.892743e-15   336
  2.438868e-01   9.872615e-14   1.526480e-04   7.869845e-15   288
  2.444062e-01   1.399633e-13   1.438335e-04   1.084723e-14   264
  2.452858e-01   1.224399e-13   0.000000e+00   1.022036e-14   240
  2.456075e-01   1.040839e-13   3.596531e-09   1.043729e-14   96
  2.467620e-01   1.301554e-13   1.956039e-04   7.476675e-15   360
  2.473008e-01   1.533908e-13   1.441936e-04   1.793817e-14   168
  2.479816e-01   1.144505e-13   1.571860e-04   6.435039e-15   456
  2.488014e-01   1.266308e-13   3.196917e-09   1.468636e-14   108
  2.492626e-01   8.553157e-14   1.577159e-04   5.671423e-15   264
  2.498378e-01   9.210961e-14   1.407083e-04   6.019794e-15   264
  2.506256e-01   1.049524e-13   1.327788e-04   6.403168e-15   312
  2.516065e-01   1.127850e-13   9.866910e-05   8.005627e-15   270
  2.520176e-01   1.367213e-13   1.252729e-04   1.054072e-14   240
  2.527567e-01   1.217168e-13   1.549783e-04   9.071608e-15   384
  2.532054e-01   1.024834e-13   3.596531e-09   8.001898e-15   192
  2.540769e-01   1.161556e-13   1.243495e-04   8.061207e-15   240
  2.545825e-01   1.180471e-13   1.534673e-04   6.645157e-15   336
  2.555333e-01   1.095796e-13   1.544942e-04   5.348006e-15   480
  2.563047e-01   2.063234e-13   5.873111e-09   4.236896e-14   72
  2.567356e-01   1.191246e-13   1.506459e-04   8.409959e-15   240
  2.573216e-01   1.159579e-13   1.415865e-04   8.249368e-15   312
  2.579934e-01   8.305127e-14   1.530210e-04   5.687114e-15   240
  2.590086e-01   1.125709e-13   1.162564e-04   5.587019e-15   408
  2.594104e-01   1.051222e-13   1.064628e-04   6.502416e-15   336
  2.601958e-01   1.138484e-13   1.351816e-04   8.609854e-15   264
  2.605818e-01   7.546079e-14   0.000000e+00   6.529488e-15   144
  2.616557e-01   8.925401e-14   1.873697e-04   4.573633e-15   464
  2.622215e-01   8.732870e-14   1.489973e-04   7.365104e-15   168
  2.627801e-01   8.231081e-14   1.357041e-04   5.118528e-15   336
  2.637897e-01   1.081796e-13   1.425837e-04   6.326759e-15   414
  2.643588e-01   1.050797e-13   1.484211e-04   8.551168e-15   216
  2.650879e-01   1.805353e-13   3.596531e-09   2.070550e-14   96
  2.653856e-01   1.105862e-13   8.042088e-09   7.223374e-15   384
  2.664284e-01   1.117119e-13   1.481344e-04   6.091556e-15   492
  2.669873e-01   1.298177e-13   1.448627e-04   1.176464e-14   240
  2.676189e-01   8.477971e-14   1.470864e-04   5.816532e-15   312
  2.684913e-01   8.131504e-14   1.470380e-04   8.885959e-15   192
  2.690439e-01   8.296189e-14   1.424976e-04   5.035047e-15   504
  2.697770e-01   8.579323e-14   9.433586e-05   5.257250e-15   408
