# power spectrum of zeta (dimensionless)
# redshift z=0.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  3.337643e-01   5.924501e-13   1.351639e-04   4.412496e-14   600
  3.343511e-01   5.586651e-13   2.164544e-04   3.966045e-14   312
  3.349356e-01   5.923013e-13   1.885103e-04   3.545828e-14   480
  3.356656e-01   5.039246e-13   1.176123e-04   2.876225e-14   576
  3.363084e-01   6.401600e-13   1.893814e-04   4.008190e-14   408
  3.368787e-01   3.812153e-13   2.209222e-04   3.121579e-14   216
  3.376156e-01   6.085362e-13   1.692015e-04   3.117576e-14   516
  3.384050e-01   5.553846e-13   1.614354e-04   2.735200e-14   744
  3.392194e-01   6.903795e-13   1.078246e-04   4.057981e-14   462
  3.396796e-01   5.852948e-13   1.095881e-04   5.042838e-14   432
  3.403934e-01   6.271324e-13   1.016670e-04   3.808782e-14   648
  3.412327e-01   6.532946e-13   1.487578e-04   5.153947e-14   528
  3.419069e-01   5.817078e-13   1.791415e-04   2.873978e-14   600
