# power spectrum of hij
# redshift z=0.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  3.112283e-01   8.756439e-24   2.072640e-04   2.732687e-25   672
  3.120409e-01   9.376821e-24   1.239707e-04   5.234510e-25   240
  3.125099e-01   7.877282e-24   1.257992e-04   3.641245e-25   264
  3.131717e-01   7.159203e-24   1.551526e-04   2.274974e-25   624
  3.141593e-01   7.114869e-24   0.000000e+00   5.277698e-25   150
  3.145109e-01   9.057970e-24   1.738607e-04   3.409119e-25   600
  3.152524e-01   9.458051e-24   1.199942e-04   3.651992e-25   672
  3.160921e-01   7.260420e-24   1.128630e-04   4.019782e-25   336
  3.165599e-01   9.500361e-24   1.227621e-04   3.989840e-25   408
  3.173072e-01   8.681003e-24   1.224729e-04   4.512840e-25   408
  3.181385e-01   9.029819e-24   6.192886e-05   3.784199e-25   360
  3.186510e-01   8.354687e-24   2.273829e-04   2.935679e-25   456
  3.192699e-01   8.630324e-24   1.236522e-04   4.087477e-25   384
  3.200577e-01   7.426113e-24   1.141466e-04   3.181049e-25   348
  3.204835e-01   8.523890e-24   1.407202e-04   3.112243e-25   576
  3.212832e-01   7.815291e-24   1.158646e-04   2.782389e-25   504
  3.221013e-01   7.861655e-24   1.634203e-04   3.092487e-25   432
  3.228154e-01   7.925820e-24   2.223325e-04   2.528321e-25   576
  3.233247e-01   7.262198e-24   5.231318e-09   3.196419e-25   264
  3.241325e-01   7.664854e-24   1.769212e-04   2.191725e-25   768
  3.248351e-01   5.731732e-24   2.381921e-04   2.612724e-25   240
  3.253937e-01   6.663144e-24   2.100629e-04   3.738693e-25   192
  3.262073e-01   7.036509e-24   1.546319e-04   2.469217e-25   504
  3.268108e-01   7.604388e-24   2.083724e-04   2.819066e-25   590
  3.273894e-01   8.947513e-24   2.334698e-04   4.427755e-25   384
  3.281151e-01   8.155259e-24   1.951120e-04   3.286304e-25   504
  3.289911e-01   8.143827e-24   1.877651e-04   2.826615e-25   648
  3.298409e-01   7.237804e-24   5.099453e-05   2.907971e-25   504
  3.301835e-01   7.050392e-24   1.163281e-04   3.403377e-25   312
  3.307884e-01   7.288562e-24   1.676002e-04   2.400405e-25   576
  3.316189e-01   8.958825e-24   1.166339e-04   5.408238e-25   240
  3.321030e-01   7.010919e-24   1.178530e-04   2.312515e-25   552
  3.327882e-01   7.667715e-24   1.106612e-04   2.837183e-25   600
  3.337643e-01   7.409821e-24   1.351639e-04   2.648847e-25   600
  3.343511e-01   7.125181e-24   2.164544e-04   2.996528e-25   312
  3.349356e-01   7.414988e-24   1.885103e-04   2.921385e-25   480
  3.356656e-01   6.280076e-24   1.176123e-04   2.195337e-25   576
  3.363084e-01   6.732144e-24   1.893814e-04   3.027315e-25   408
  3.368787e-01   5.405303e-24   2.209222e-04   2.978715e-25   216
  3.376156e-01   7.068307e-24   1.692015e-04   2.412955e-25   516
  3.384050e-01   6.425889e-24   1.614354e-04   1.676986e-25   744
  3.392194e-01   7.319296e-24   1.078246e-04   2.755802e-25   462
  3.396796e-01   6.667589e-24   1.095881e-04   3.146080e-25   432
  3.403934e-01   7.134126e-24   1.016670e-04   2.483755e-25   648
  3.412327e-01   6.737363e-24   1.487578e-04   2.834856e-25   528
  3.419069e-01   7.272854e-24   1.791415e-04   2.301154e-25   600
  3.425805e-01   8.170406e-24   2.258506e-04   5.205953e-25   240
