# power spectrum of B
# redshift z=0.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  2.498378e-01   5.079885e-18   1.407083e-04   3.641261e-19   264
  2.506256e-01   6.090689e-18   1.327788e-04   3.475600e-19   312
  2.516065e-01   4.940867e-18   9.866910e-05   2.484123e-19   270
  2.520176e-01   5.388177e-18   1.252729e-04   3.571280e-19   240
  2.527567e-01   5.343855e-18   1.549783e-04   2.723939e-19   384
  2.532054e-01   4.551791e-18   3.596531e-09   2.773881e-19   192
  2.540769e-01   5.912527e-18   1.243495e-04   3.426402e-19   240
  2.545825e-01   5.256665e-18   1.534673e-04   3.172313e-19   336
  2.555333e-01   5.379335e-18   1.544942e-04   2.371241e-19   480
  2.563047e-01   6.171978e-18   5.873111e-09   7.684833e-19   72
  2.567356e-01   5.695959e-18   1.506459e-04   4.556600e-19   240
  2.573216e-01   4.802049e-18   1.415865e-04   2.777985e-19   312
  2.579934e-01   3.564618e-18   1.530210e-04   1.705425e-19   240
  2.590086e-01   4.628529e-18   1.162564e-04   1.994567e-19   408
  2.594104e-01   4.283983e-18   1.064628e-04   2.257359e-19   336
  2.601958e-01   4.784528e-18   1.351816e-04   2.613217e-19   264
  2.605818e-01   2.763258e-18   0.000000e+00   1.736332e-19   144
  2.616557e-01   3.953070e-18   1.873697e-04   1.582054e-19   464
  2.622215e-01   4.483254e-18   1.489973e-04   2.985705e-19   168
  2.627801e-01   3.561701e-18   1.357041e-04   2.223621e-19   336
  2.637897e-01   4.409814e-18   1.425837e-04   1.914248e-19   414
  2.643588e-01   5.495628e-18   1.484211e-04   4.248766e-19   216
  2.650879e-01   7.257394e-18   3.596531e-09   5.820968e-19   96
  2.653856e-01   4.347756e-18   8.042088e-09   2.497656e-19   384
  2.664284e-01   4.321920e-18   1.481344e-04   1.924132e-19   492
  2.669873e-01   5.158883e-18   1.448627e-04   2.955018e-19   240
  2.676189e-01   4.797751e-18   1.470864e-04   2.433026e-19   312
  2.684913e-01   3.414157e-18   1.470380e-04   2.903334e-19   192
  2.690439e-01   3.990262e-18   1.424976e-04   1.929701e-19   504
  2.697770e-01   4.108740e-18   9.433586e-05   2.287045e-19   408
  2.703542e-01   3.505181e-18   2.890096e-04   2.257971e-19   168
  2.710765e-01   5.443141e-18   1.372821e-04   3.132792e-19   288
  2.716826e-01   4.475186e-18   1.432656e-04   2.735763e-19   288
  2.723035e-01   3.395117e-18   1.440903e-04   1.403776e-19   432
  2.732042e-01   3.549472e-18   1.362614e-04   2.084849e-19   216
  2.736854e-01   3.316646e-18   1.359739e-04   1.617688e-19   360
  2.745421e-01   3.633331e-18   1.327092e-04   1.704991e-19   312
  2.753154e-01   3.696039e-18   0.000000e+00   3.572257e-19   48
  2.757611e-01   3.677385e-18   1.422834e-04   1.733308e-19   432
  2.765594e-01   3.439490e-18   2.373302e-04   1.657175e-19   414
  2.770308e-01   3.877119e-18   0.000000e+00   2.173289e-19   312
  2.779102e-01   3.870990e-18   2.082441e-04   1.719815e-19   528
  2.785037e-01   4.045592e-18   1.093105e-04   2.281485e-19   264
  2.792167e-01   4.141543e-18   1.296122e-04   2.025372e-19   480
  2.801483e-01   3.734360e-18   0.000000e+00   2.635994e-19   288
  2.805506e-01   3.661675e-18   1.392643e-04   2.312929e-19   168
