# background statistics
# All the values except 'a' and 'T00' are computed in the hiclass.
# The quantities rho_x, rho_x_prime are in unit of hiclass, T00 is in the k-evolution code's unit
# Constant values at end of file:
# fourpiG   =             4.172438e-02
# H0[1/Mpc] =             2.253426e-04

# 0:cycle      1:tau/boxsize            2:a                      3:z                      4:H [1/Mpc]              5:Hconf                  6:Hconf_prime            7:Hconf_prime_prime      8:rho_cdm                9:rho_b                  10:rho_g                 11:rho_ur                12:rho_crit              13:rho_smg               14:p_smg                 15:rho_smg_prime         16:p_smg_prime           17:alpha_K               18:alpha_B               19:alpha_K_prime         20:alpha_B_prime         21:cs2                   22:cs2num                23:kin (D)               24:phi(k=0)              25:T00_hom               26:T00_KGB_hom          
 391             1.432273e+01             4.895614e-01             1.042645e+00             4.223784e-04             1.530435e-01             -4.046288e-03            2.615900e-03             1.141541e-07             2.089252e-08             4.789995e-11             3.313569e-11             1.784035e-07             4.327586e-08             -3.894828e-08            -2.684577e-12            2.416119e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -2.544319e-08            -7.632956e-02            3.000000e+06             9.317285e-08             3.120439e-01             -4.137861e-08           
 392             1.438807e+01             4.944774e-01             1.022337e+00             4.174721e-04             1.527847e-01             -3.875217e-03            2.620315e-03             1.107831e-07             2.027557e-08             4.602333e-11             3.183751e-11             1.742829e-07             4.314634e-08             -3.883171e-08            -2.672016e-12            2.404814e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -2.404493e-08            -7.213480e-02            3.000000e+06             9.366488e-08             3.120439e-01             -4.163973e-08           
 393             1.445352e+01             4.994429e-01             1.002231e+00             4.126505e-04             1.525367e-01             -3.703595e-03            2.624135e-03             1.075116e-07             1.967682e-08             4.422018e-11             3.059014e-11             1.702805e-07             4.301720e-08             -3.871548e-08            -2.659694e-12            2.393725e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -2.262746e-08            -6.788240e-02            3.000000e+06             9.415116e-08             3.120439e-01             -4.189981e-08           
 394             1.451908e+01             5.044584e-01             9.823239e-01             4.079126e-04             1.522995e-01             -3.531408e-03            2.629128e-03             1.043366e-07             1.909573e-08             4.248761e-11             2.939161e-11             1.663927e-07             4.288844e-08             -3.859960e-08            -2.647610e-12            2.382849e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -2.119091e-08            -6.357274e-02            3.000000e+06             9.463145e-08             3.120439e-01             -4.215877e-08           
 395             1.458474e+01             5.095245e-01             9.626142e-01             4.032570e-04             1.520733e-01             -3.358600e-03            2.634836e-03             1.012553e-07             1.853179e-08             4.082287e-11             2.823999e-11             1.626162e-07             4.276007e-08             -3.848406e-08            -2.635765e-12            2.372188e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -1.973542e-08            -5.920626e-02            3.000000e+06             9.510550e-08             3.120438e-01             -4.241668e-08           
 396             1.465049e+01             5.146416e-01             9.430997e-01             3.986825e-04             1.518582e-01             -3.185159e-03            2.640465e-03             9.826486e-08             1.798447e-08             3.922330e-11             2.713346e-11             1.589478e-07             4.263207e-08             -3.836886e-08            -2.624157e-12            2.361741e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -1.826115e-08            -5.478345e-02            3.000000e+06             9.557303e-08             3.120438e-01             -4.267330e-08           
 397             1.471635e+01             5.198103e-01             9.237786e-01             3.941880e-04             1.516541e-01             -3.011034e-03            2.648068e-03             9.536264e-08             1.745331e-08             3.768636e-11             2.607025e-11             1.553842e-07             4.250445e-08             -3.825401e-08            -2.612787e-12            2.351508e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -1.676828e-08            -5.030484e-02            3.000000e+06             9.603381e-08             3.120438e-01             -4.292868e-08           
 398             1.478228e+01             5.250312e-01             9.046489e-01             3.897721e-04             1.514614e-01             -2.836197e-03            2.654774e-03             9.254603e-08             1.693781e-08             3.620958e-11             2.504866e-11             1.519223e-07             4.237721e-08             -3.813949e-08            -2.601654e-12            2.341488e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -1.525701e-08            -4.577103e-02            3.000000e+06             9.648756e-08             3.120438e-01             -4.318270e-08           
 399             1.484831e+01             5.303046e-01             8.857087e-01             3.854338e-04             1.512799e-01             -2.660618e-03            2.663896e-03             8.981251e-08             1.643752e-08             3.479063e-11             2.406707e-11             1.485592e-07             4.225035e-08             -3.802531e-08            -2.590757e-12            2.331682e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -1.372756e-08            -4.118267e-02            3.000000e+06             9.693402e-08             3.120438e-01             -4.343523e-08           
 400             1.491441e+01             5.356312e-01             8.669562e-01             3.811719e-04             1.511098e-01             -2.484248e-03            2.672554e-03             8.715963e-08             1.595199e-08             3.342723e-11             2.312392e-11             1.452920e-07             4.212386e-08             -3.791147e-08            -2.580098e-12            2.322088e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -1.218016e-08            -3.654047e-02            3.000000e+06             9.737293e-08             3.120438e-01             -4.368620e-08           
 401             1.498059e+01             5.410115e-01             8.483895e-01             3.769853e-04             1.509513e-01             -2.307071e-03            2.682394e-03             8.458503e-08             1.548079e-08             3.211721e-11             2.221769e-11             1.421179e-07             4.199774e-08             -3.779797e-08            -2.569674e-12            2.312707e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -1.061507e-08            -3.184520e-02            3.000000e+06             9.780402e-08             3.120437e-01             -4.393552e-08           
 402             1.504683e+01             5.464461e-01             8.300068e-01             3.728727e-04             1.508044e-01             -2.129028e-03            2.693017e-03             8.208637e-08             1.502348e-08             3.085849e-11             2.134694e-11             1.390341e-07             4.187200e-08             -3.768480e-08            -2.559487e-12            2.303538e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -9.032555e-09            -2.709767e-02            3.000000e+06             9.822702e-08             3.120437e-01             -4.418309e-08           
 403             1.511315e+01             5.519354e-01             8.118061e-01             3.688332e-04             1.506691e-01             -1.950105e-03            2.703638e-03             7.966144e-08             1.457967e-08             2.964905e-11             2.051029e-11             1.360379e-07             4.174663e-08             -3.757197e-08            -2.549535e-12            2.294581e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -7.432918e-09            -2.229876e-02            3.000000e+06             9.864168e-08             3.120437e-01             -4.442880e-08           
 404             1.517952e+01             5.574802e-01             7.937858e-01             3.648655e-04             1.505457e-01             -1.770246e-03            2.716246e-03             7.730806e-08             1.414895e-08             2.848697e-11             1.970640e-11             1.331268e-07             4.162163e-08             -3.745947e-08            -2.539818e-12            2.285836e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -5.816466e-09            -1.744940e-02            3.000000e+06             9.904773e-08             3.120437e-01             -4.467286e-08           
 405             1.524594e+01             5.630808e-01             7.759441e-01             3.609686e-04             1.504341e-01             -1.589424e-03            2.728091e-03             7.502411e-08             1.373094e-08             2.737039e-11             1.893398e-11             1.302984e-07             4.149700e-08             -3.734730e-08            -2.530336e-12            2.277302e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -4.183530e-09            -1.255059e-02            3.000000e+06             9.944492e-08             3.120437e-01             -4.491491e-08           
 406             1.531242e+01             5.687379e-01             7.582791e-01             3.571415e-04             1.503344e-01             -1.407603e-03            2.742327e-03             7.280755e-08             1.332527e-08             2.629754e-11             1.819182e-11             1.275500e-07             4.137274e-08             -3.723546e-08            -2.521088e-12            2.268979e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -2.534460e-09            -7.603380e-03            3.000000e+06             9.983297e-08             3.120437e-01             -4.515503e-08           
 407             1.537893e+01             5.744521e-01             7.407891e-01             3.533830e-04             1.502469e-01             -1.224733e-03            2.756229e-03             7.065639e-08             1.293156e-08             2.526670e-11             1.747871e-11             1.248795e-07             4.124884e-08             -3.712396e-08            -2.512074e-12            2.260867e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             -8.696227e-10            -2.608868e-03            3.000000e+06             1.002116e-07             3.120436e-01             -4.539317e-08           
 408             1.544549e+01             5.802240e-01             7.234724e-01             3.496921e-04             1.501715e-01             -1.040793e-03            2.771354e-03             6.856871e-08             1.254947e-08             2.427622e-11             1.679354e-11             1.222846e-07             4.112531e-08             -3.701278e-08            -2.503294e-12            2.252965e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             8.105936e-10             2.431781e-03             3.000000e+06             1.005806e-07             3.120436e-01             -4.562923e-08           
 409             1.551208e+01             5.860541e-01             7.063272e-01             3.460678e-04             1.501083e-01             -8.557235e-04            2.787342e-03             6.654263e-08             1.217866e-08             2.332454e-11             1.613519e-11             1.197629e-07             4.100215e-08             -3.690193e-08            -2.494748e-12            2.245273e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             2.505784e-09             7.517352e-03             3.000000e+06             1.009398e-07             3.120436e-01             -4.586305e-08           
 410             1.557870e+01             5.919430e-01             6.893520e-01             3.425090e-04             1.500575e-01             -6.695048e-04            2.803425e-03             6.457634e-08             1.181879e-08             2.241013e-11             1.550263e-11             1.173124e-07             4.087935e-08             -3.679141e-08            -2.486434e-12            2.237791e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             4.215523e-09             1.264657e-02             3.000000e+06             1.012887e-07             3.120436e-01             -4.609464e-08           
 411             1.564534e+01             5.978913e-01             6.725449e-01             3.390147e-04             1.500192e-01             -4.820805e-04            2.821533e-03             6.266807e-08             1.146954e-08             2.153153e-11             1.489484e-11             1.149309e-07             4.075691e-08             -3.668122e-08            -2.478353e-12            2.230518e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             5.939371e-09             1.781811e-02             3.000000e+06             1.016272e-07             3.120436e-01             -4.632403e-08           
 412             1.571200e+01             6.038996e-01             6.559043e-01             3.355839e-04             1.499933e-01             -2.934182e-04            2.839018e-03             6.081612e-08             1.113059e-08             2.068735e-11             1.431086e-11             1.126165e-07             4.063483e-08             -3.657135e-08            -2.470504e-12            2.223454e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             7.676866e-09             2.303060e-02             3.000000e+06             1.019551e-07             3.120436e-01             -4.655113e-08           
 413             1.577867e+01             6.099686e-01             6.394287e-01             3.322156e-04             1.499801e-01             -1.034794e-04            2.858914e-03             5.901883e-08             1.080165e-08             1.987623e-11             1.374975e-11             1.103672e-07             4.051312e-08             -3.646180e-08            -2.462887e-12            2.216598e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             9.427532e-09             2.828260e-02             3.000000e+06             1.022721e-07             3.120436e-01             -4.677601e-08           
 414             1.584534e+01             6.160988e-01             6.231162e-01             3.289089e-04             1.499795e-01             8.778912e-05             2.878610e-03             5.727457e-08             1.048242e-08             1.909687e-11             1.321062e-11             1.081811e-07             4.039176e-08             -3.635258e-08            -2.455500e-12            2.209950e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             1.119087e-08             3.357262e-02             3.000000e+06             1.025780e-07             3.120435e-01             -4.699842e-08           
 415             1.591202e+01             6.222909e-01             6.069654e-01             3.256627e-04             1.499918e-01             2.804115e-04             2.899603e-03             5.558180e-08             1.017260e-08             1.834805e-11             1.269261e-11             1.060562e-07             4.027076e-08             -3.624369e-08            -2.448345e-12            2.203510e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             1.296638e-08             3.889915e-02             3.000000e+06             1.028725e-07             3.120435e-01             -4.721837e-08           
 416             1.597869e+01             6.285455e-01             5.909746e-01             3.224761e-04             1.500170e-01             4.744517e-04             2.921556e-03             5.393898e-08             9.871934e-09             1.762856e-11             1.219489e-11             1.039909e-07             4.015012e-08             -3.613511e-08            -2.441420e-12            2.197278e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             1.475353e-08             4.426059e-02             3.000000e+06             1.031553e-07             3.120435e-01             -4.743573e-08           
 417             1.604535e+01             6.348633e-01             5.751422e-01             3.193482e-04             1.500551e-01             6.699326e-04             2.943724e-03             5.234466e-08             9.580140e-09             1.693725e-11             1.171666e-11             1.019833e-07             4.002984e-08             -3.602685e-08            -2.434724e-12            2.191252e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             1.655177e-08             4.965532e-02             3.000000e+06             1.034264e-07             3.120435e-01             -4.765050e-08           
 418             1.611199e+01             6.412448e-01             5.594668e-01             3.162780e-04             1.501063e-01             8.669142e-04             2.967985e-03             5.079739e-08             9.296958e-09             1.627303e-11             1.125717e-11             1.000318e-07             3.990991e-08             -3.591892e-08            -2.428258e-12            2.185432e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             1.836055e-08             5.508166e-02             3.000000e+06             1.036853e-07             3.120435e-01             -4.786268e-08           
 419             1.617861e+01             6.476908e-01             5.439466e-01             3.132646e-04             1.501706e-01             1.065432e-03             2.991771e-03             4.929579e-08             9.022136e-09             1.563482e-11             1.081568e-11             9.813471e-08             3.979033e-08             -3.581130e-08            -2.422021e-12            2.179819e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             2.017930e-08             6.053791e-02             3.000000e+06             1.039320e-07             3.120435e-01             -4.807232e-08           
 420             1.624520e+01             6.542018e-01             5.285803e-01             3.103071e-04             1.502482e-01             1.265530e-03             3.018037e-03             4.783852e-08             8.755425e-09             1.502162e-11             1.039149e-11             9.629047e-08             3.967111e-08             -3.570400e-08            -2.416012e-12            2.174411e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             2.200743e-08             6.602231e-02             3.000000e+06             1.041662e-07             3.120434e-01             -4.827944e-08           
 421             1.631176e+01             6.607786e-01             5.133662e-01             3.074045e-04             1.503392e-01             1.467264e-03             3.044244e-03             4.642427e-08             8.496588e-09             1.443245e-11             9.983916e-12             9.449751e-08             3.955224e-08             -3.559702e-08            -2.410230e-12            2.169207e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             2.384435e-08             7.153305e-02             3.000000e+06             1.043877e-07             3.120434e-01             -4.848372e-08           
 422             1.637828e+01             6.674218e-01             4.983028e-01             3.045560e-04             1.504435e-01             1.670663e-03             3.071859e-03             4.505176e-08             8.245392e-09             1.386635e-11             9.592311e-12             9.275434e-08             3.943372e-08             -3.549035e-08            -2.404676e-12            2.164208e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             2.568944e-08             7.706831e-02             3.000000e+06             1.045964e-07             3.120434e-01             -4.868537e-08           
 423             1.644475e+01             6.741321e-01             4.833888e-01             3.017606e-04             1.505614e-01             1.875793e-03             3.100551e-03             4.371978e-08             8.001612e-09             1.332244e-11             9.216049e-12             9.105948e-08             3.931555e-08             -3.538400e-08            -2.399348e-12            2.159413e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             2.754207e-08             8.262623e-02             3.000000e+06             1.047919e-07             3.120434e-01             -4.888438e-08           
 424             1.651116e+01             6.809102e-01             4.686225e-01             2.990176e-04             1.506928e-01             2.082684e-03             3.129607e-03             4.242712e-08             7.765028e-09             1.279984e-11             8.854531e-12             8.941153e-08             3.919773e-08             -3.527796e-08            -2.394246e-12            2.154822e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             2.940163e-08             8.820489e-02             3.000000e+06             1.049741e-07             3.120434e-01             -4.908060e-08           
 425             1.657752e+01             6.877567e-01             4.540026e-01             2.963260e-04             1.508380e-01             2.291398e-03             3.160854e-03             4.117262e-08             7.535430e-09             1.229772e-11             8.507179e-12             8.780912e-08             3.908026e-08             -3.517223e-08            -2.389370e-12            2.150433e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             3.126746e-08             9.380238e-02             3.000000e+06             1.051430e-07             3.120434e-01             -4.927418e-08           
 426             1.664382e+01             6.946724e-01             4.395275e-01             2.936850e-04             1.509968e-01             2.501976e-03             3.191791e-03             3.995517e-08             7.312611e-09             1.181527e-11             8.173438e-12             8.625090e-08             3.896313e-08             -3.506682e-08            -2.384718e-12            2.146246e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             3.313891e-08             9.941674e-02             3.000000e+06             1.052982e-07             3.120434e-01             -4.946523e-08           
 427             1.671005e+01             7.016579e-01             4.251960e-01             2.910938e-04             1.511696e-01             2.714465e-03             3.225327e-03             3.877366e-08             7.096370e-09             1.135173e-11             7.852776e-12             8.473559e-08             3.884635e-08             -3.496172e-08            -2.380290e-12            2.142261e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             3.501533e-08             1.050460e-01             3.000000e+06             1.054396e-07             3.120433e-01             -4.965367e-08           
 428             1.677620e+01             7.087140e-01             4.110064e-01             2.885514e-04             1.513562e-01             2.928927e-03             3.258959e-03             3.762703e-08             6.886515e-09             1.090636e-11             7.544680e-12             8.326192e-08             3.872992e-08             -3.485693e-08            -2.376085e-12            2.138477e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             3.689604e-08             1.106881e-01             3.000000e+06             1.055671e-07             3.120433e-01             -4.983933e-08           
 429             1.684227e+01             7.158414e-01             3.969575e-01             2.860571e-04             1.515569e-01             3.145394e-03             3.294150e-03             3.651427e-08             6.682856e-09             1.047844e-11             7.248659e-12             8.182868e-08             3.861383e-08             -3.475244e-08            -2.372104e-12            2.134893e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             3.878037e-08             1.163411e-01             3.000000e+06             1.056805e-07             3.120433e-01             -5.002254e-08           
 430             1.690825e+01             7.230408e-01             3.830479e-01             2.836101e-04             1.517716e-01             3.363939e-03             3.330562e-03             3.543436e-08             6.485212e-09             1.006729e-11             6.964240e-12             8.043469e-08             3.849808e-08             -3.464827e-08            -2.368344e-12            2.131510e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             4.066764e-08             1.220029e-01             3.000000e+06             1.057797e-07             3.120433e-01             -5.020306e-08           
 431             1.697414e+01             7.303129e-01             3.692761e-01             2.812095e-04             1.520005e-01             3.584594e-03             3.367519e-03             3.438635e-08             6.293404e-09             9.672260e-12             6.690968e-12             7.907879e-08             3.838267e-08             -3.454440e-08            -2.364806e-12            2.128325e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             4.255717e-08             1.276715e-01             3.000000e+06             1.058646e-07             3.120433e-01             -5.038101e-08           
 432             1.703993e+01             7.376585e-01             3.556409e-01             2.788546e-04             1.522436e-01             3.807427e-03             3.406801e-03             3.336929e-08             6.107261e-09             9.292711e-12             6.428408e-12             7.775988e-08             3.826761e-08             -3.444084e-08            -2.361488e-12            2.125339e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             4.444828e-08             1.333449e-01             3.000000e+06             1.059350e-07             3.120433e-01             -5.055658e-08           
 433             1.710561e+01             7.450783e-01             3.421408e-01             2.765445e-04             1.525011e-01             4.032485e-03             3.445959e-03             3.238226e-08             5.926615e-09             8.928040e-12             6.176140e-12             7.647686e-08             3.815288e-08             -3.433759e-08            -2.358389e-12            2.122551e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             4.634027e-08             1.390208e-01             3.000000e+06             1.059909e-07             3.120433e-01             -5.072971e-08           
 434             1.717118e+01             7.525731e-01             3.287745e-01             2.742785e-04             1.527730e-01             4.259819e-03             3.487888e-03             3.142439e-08             5.751305e-09             8.577663e-12             5.933760e-12             7.522870e-08             3.803849e-08             -3.423464e-08            -2.355510e-12            2.119959e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             4.823245e-08             1.446974e-01             3.000000e+06             1.060321e-07             3.120433e-01             -5.090055e-08           
 435             1.723664e+01             7.601437e-01             3.155408e-01             2.720558e-04             1.530593e-01             4.489495e-03             3.530089e-03             3.049481e-08             5.581172e-09             8.241022e-12             5.700882e-12             7.401436e-08             3.792444e-08             -3.413200e-08            -2.352849e-12            2.117565e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             5.012414e-08             1.503724e-01             3.000000e+06             1.060586e-07             3.120432e-01             -5.106928e-08           
 436             1.730197e+01             7.677907e-01             3.024382e-01             2.698757e-04             1.533602e-01             4.721553e-03             3.574048e-03             2.959269e-08             5.416065e-09             7.917578e-12             5.477134e-12             7.283287e-08             3.781073e-08             -3.402965e-08            -2.350406e-12            2.115365e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             5.201464e-08             1.560439e-01             3.000000e+06             1.060703e-07             3.120432e-01             -5.123587e-08           
 437             1.736718e+01             7.755151e-01             2.894656e-01             2.677373e-04             1.536757e-01             4.956070e-03             3.619399e-03             2.871721e-08             5.255836e-09             7.606815e-12             5.262158e-12             7.168327e-08             3.769735e-08             -3.392761e-08            -2.348179e-12            2.113361e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             5.390326e-08             1.617098e-01             3.000000e+06             1.060671e-07             3.120432e-01             -5.140051e-08           
 438             1.743225e+01             7.833175e-01             2.766216e-01             2.656400e-04             1.540059e-01             5.193082e-03             3.665516e-03             2.786760e-08             5.100339e-09             7.308236e-12             5.055610e-12             7.056461e-08             3.758431e-08             -3.382588e-08            -2.346168e-12            2.111551e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             5.578932e-08             1.673680e-01             3.000000e+06             1.060490e-07             3.120432e-01             -5.156321e-08           
 439             1.749719e+01             7.911988e-01             2.639049e-01             2.635830e-04             1.543508e-01             5.432665e-03             3.714135e-03             2.704308e-08             4.949436e-09             7.021364e-12             4.857161e-12             6.947600e-08             3.747160e-08             -3.372444e-08            -2.344372e-12            2.109934e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             5.767213e-08             1.730164e-01             3.000000e+06             1.060159e-07             3.120432e-01             -5.172429e-08           
 440             1.756197e+01             7.991597e-01             2.513144e-01             2.615656e-04             1.547106e-01             5.674870e-03             3.762844e-03             2.624293e-08             4.802991e-09             6.745740e-12             4.666493e-12             6.841655e-08             3.735922e-08             -3.362330e-08            -2.342789e-12            2.108510e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             5.955102e-08             1.786531e-01             3.000000e+06             1.059679e-07             3.120432e-01             -5.188360e-08           
 441             1.762661e+01             8.072011e-01             2.388487e-01             2.595870e-04             1.550853e-01             5.919755e-03             3.814555e-03             2.546641e-08             4.660873e-09             6.480924e-12             4.483301e-12             6.738543e-08             3.724718e-08             -3.352246e-08            -2.341420e-12            2.107278e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             6.142532e-08             1.842760e-01             3.000000e+06             1.059048e-07             3.120432e-01             -5.204154e-08           
 442             1.769109e+01             8.153238e-01             2.265066e-01             2.576467e-04             1.554750e-01             6.167391e-03             3.866739e-03             2.471284e-08             4.522955e-09             6.226492e-12             4.307294e-12             6.638180e-08             3.713546e-08             -3.342192e-08            -2.340263e-12            2.106237e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             6.329436e-08             1.898831e-01             3.000000e+06             1.058267e-07             3.120432e-01             -5.219822e-08           
 443             1.775541e+01             8.235285e-01             2.142870e-01             2.557437e-04             1.558797e-01             6.417824e-03             3.920933e-03             2.398154e-08             4.389111e-09             5.982039e-12             4.138188e-12             6.540485e-08             3.702408e-08             -3.332167e-08            -2.339318e-12            2.105386e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             6.515748e-08             1.954724e-01             3.000000e+06             1.057337e-07             3.120431e-01             -5.235366e-08           
 444             1.781956e+01             8.318163e-01             2.021886e-01             2.538776e-04             1.562995e-01             6.671136e-03             3.976729e-03             2.327184e-08             4.259222e-09             5.747172e-12             3.975715e-12             6.445382e-08             3.691303e-08             -3.322173e-08            -2.338582e-12            2.104724e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             6.701403e-08             2.010421e-01             3.000000e+06             1.056256e-07             3.120431e-01             -5.250830e-08           
 445             1.788354e+01             8.401878e-01             1.902101e-01             2.520475e-04             1.567345e-01             6.927373e-03             4.033558e-03             2.258312e-08             4.133172e-09             5.521517e-12             3.819613e-12             6.352793e-08             3.680230e-08             -3.312207e-08            -2.338056e-12            2.104251e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             6.886337e-08             2.065901e-01             3.000000e+06             1.055025e-07             3.120431e-01             -5.266229e-08           
 446             1.794734e+01             8.486439e-01             1.783505e-01             2.502528e-04             1.571848e-01             7.186614e-03             4.093110e-03             2.191475e-08             4.010846e-09             5.304712e-12             3.669635e-12             6.262647e-08             3.669190e-08             -3.302271e-08            -2.337739e-12            2.103965e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             7.070488e-08             2.121146e-01             3.000000e+06             1.053645e-07             3.120431e-01             -5.281590e-08           
 447             1.801096e+01             8.571856e-01             1.666086e-01             2.484929e-04             1.576503e-01             7.448916e-03             4.153006e-03             2.126613e-08             3.892136e-09             5.096411e-12             3.525539e-12             6.174872e-08             3.658183e-08             -3.292365e-08            -2.337629e-12            2.103866e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             7.253792e-08             2.176138e-01             3.000000e+06             1.052117e-07             3.120431e-01             -5.296925e-08           
 448             1.807439e+01             8.658135e-01             1.549831e-01             2.467671e-04             1.581312e-01             7.714347e-03             4.216199e-03             2.063668e-08             3.776934e-09             4.896281e-12             3.387095e-12             6.089398e-08             3.647208e-08             -3.282488e-08            -2.337725e-12            2.103952e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             7.436190e-08             2.230857e-01             3.000000e+06             1.050440e-07             3.120431e-01             -5.312266e-08           
 449             1.813763e+01             8.745288e-01             1.434730e-01             2.450747e-04             1.586275e-01             7.982981e-03             4.280102e-03             2.002584e-08             3.665137e-09             4.704002e-12             3.254082e-12             6.006160e-08             3.636266e-08             -3.272640e-08            -2.338027e-12            2.104224e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             7.617622e-08             2.285287e-01             3.000000e+06             1.048617e-07             3.120431e-01             -5.327637e-08           
 450             1.820067e+01             8.833321e-01             1.320771e-01             2.434151e-04             1.591393e-01             8.254873e-03             4.346326e-03             1.943305e-08             3.556645e-09             4.519265e-12             3.126287e-12             5.925090e-08             3.625356e-08             -3.262821e-08            -2.338533e-12            2.104679e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             7.798030e-08             2.339409e-01             3.000000e+06             1.046646e-07             3.120431e-01             -5.343066e-08           
 451             1.826351e+01             8.922244e-01             1.207942e-01             2.417877e-04             1.596667e-01             8.530112e-03             4.414406e-03             1.885779e-08             3.451359e-09             4.341776e-12             3.003505e-12             5.846128e-08             3.614479e-08             -3.253031e-08            -2.339242e-12            2.105318e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             7.977356e-08             2.393207e-01             3.000000e+06             1.044530e-07             3.120431e-01             -5.358581e-08           
 452             1.832614e+01             9.012067e-01             1.096234e-01             2.401918e-04             1.602096e-01             8.808749e-03             4.483844e-03             1.829952e-08             3.349186e-09             4.171250e-12             2.885541e-12             5.769210e-08             3.603633e-08             -3.243270e-08            -2.340154e-12            2.106138e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             8.155547e-08             2.446664e-01             3.000000e+06             1.042270e-07             3.120431e-01             -5.374197e-08           
 453             1.838856e+01             9.102797e-01             9.856341e-02             2.386269e-04             1.607682e-01             9.090873e-03             4.556279e-03             1.775777e-08             3.250034e-09             4.007415e-12             2.772205e-12             5.694278e-08             3.592820e-08             -3.233538e-08            -2.341267e-12            2.107140e-12             3.000000e+06             4.000000e-01             0.000000e+00             0.000000e+00             8.332546e-08             2.499764e-01             3.000000e+06             1.039866e-07             3.120430e-01             -5.389979e-08           
