# cross power spectrum of delta_m and  delta_kgb
# redshift z=0.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  2.498378e-01   1.130056e-02   1.407083e-04   6.882692e-04   264
  2.506256e-01   1.257679e-02   1.327788e-04   7.490665e-04   312
  2.516065e-01   1.312430e-02   9.866910e-05   8.494689e-04   270
  2.520176e-01   1.654453e-02   1.252729e-04   1.180459e-03   240
  2.527567e-01   1.419814e-02   1.549783e-04   9.297771e-04   384
  2.532054e-01   1.289866e-02   3.596531e-09   9.780343e-04   192
  2.540769e-01   1.428549e-02   1.243495e-04   9.228551e-04   240
  2.545825e-01   1.452627e-02   1.534673e-04   7.745801e-04   336
  2.555333e-01   1.389507e-02   1.544942e-04   6.332043e-04   480
  2.563047e-01   2.382297e-02   5.873111e-09   4.564605e-03   72
  2.567356e-01   1.495617e-02   1.506459e-04   9.573478e-04   240
  2.573216e-01   1.511476e-02   1.415865e-04   9.948262e-04   312
  2.579934e-01   1.139906e-02   1.530210e-04   7.541153e-04   240
  2.590086e-01   1.512237e-02   1.162564e-04   7.319358e-04   408
  2.594104e-01   1.391692e-02   1.064628e-04   8.211076e-04   336
  2.601958e-01   1.503342e-02   1.351816e-04   1.048613e-03   264
  2.605818e-01   1.136846e-02   0.000000e+00   9.785435e-04   144
  2.616557e-01   1.248210e-02   1.873697e-04   6.106985e-04   464
  2.622215e-01   1.233075e-02   1.489973e-04   9.738287e-04   168
  2.627801e-01   1.216949e-02   1.357041e-04   7.075547e-04   336
  2.637897e-01   1.519165e-02   1.425837e-04   8.386668e-04   414
  2.643588e-01   1.365851e-02   1.484211e-04   9.901227e-04   216
  2.650879e-01   2.262382e-02   3.596531e-09   2.485097e-03   96
  2.653856e-01   1.537784e-02   8.042088e-09   8.783980e-04   384
  2.664284e-01   1.552159e-02   1.481344e-04   7.586105e-04   492
  2.669873e-01   1.724244e-02   1.448627e-04   1.402748e-03   240
  2.676189e-01   1.208664e-02   1.470864e-04   7.511778e-04   312
  2.684913e-01   1.221028e-02   1.470380e-04   1.142986e-03   192
  2.690439e-01   1.220732e-02   1.424976e-04   6.410539e-04   504
  2.697770e-01   1.286768e-02   9.433586e-05   7.460244e-04   408
  2.703542e-01   1.307543e-02   2.890096e-04   1.184925e-03   168
  2.710765e-01   1.768444e-02   1.372821e-04   1.244220e-03   288
  2.716826e-01   1.608658e-02   1.432656e-04   1.151305e-03   288
  2.723035e-01   1.104549e-02   1.440903e-04   5.783125e-04   432
  2.732042e-01   1.428044e-02   1.362614e-04   1.089148e-03   216
  2.736854e-01   1.318790e-02   1.359739e-04   8.749992e-04   360
  2.745421e-01   1.300907e-02   1.327092e-04   9.496375e-04   312
  2.753154e-01   2.187772e-02   0.000000e+00   2.862286e-03   48
  2.757611e-01   1.385848e-02   1.422834e-04   7.654031e-04   432
  2.765594e-01   1.310566e-02   2.373302e-04   6.486811e-04   414
  2.770308e-01   1.703688e-02   0.000000e+00   1.084700e-03   312
  2.779102e-01   1.542370e-02   2.082441e-04   9.375423e-04   528
  2.785037e-01   1.778501e-02   1.093105e-04   1.250490e-03   264
  2.792167e-01   1.397632e-02   1.296122e-04   7.967336e-04   480
  2.801483e-01   1.409441e-02   0.000000e+00   8.946329e-04   288
  2.805506e-01   1.370622e-02   1.392643e-04   1.131008e-03   168
  2.812867e-01   1.696081e-02   2.204550e-04   9.439348e-04   504
  2.821143e-01   1.936194e-02   3.390842e-09   1.813201e-03   144
  2.826350e-01   1.367700e-02   1.415850e-04   7.427113e-04   464
  2.834173e-01   1.336952e-02   2.077839e-04   7.228011e-04   432
  2.837886e-01   1.466156e-02   0.000000e+00   1.429074e-03   192
  2.847481e-01   1.460279e-02   1.540373e-04   1.291632e-03   396
  2.853147e-01   1.056539e-02   1.383680e-04   7.474704e-04   288
  2.858874e-01   1.312155e-02   1.366839e-04   8.782291e-04   336
  2.868021e-01   1.360005e-02   8.655099e-05   8.563941e-04   432
  2.873827e-01   1.232784e-02   2.243281e-04   6.842414e-04   360
  2.880345e-01   1.289381e-02   1.326934e-04   6.756754e-04   384
